site,year,county_name,state,statefip,countyfip,statefip_countyfip,source,pop_adult_AIAN_any_ethnicity,pop_adult_A_any_ethnicity,pop_adult_PI_any_ethnicity,pop_adult_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_hispanic_any_race,pop_adult_white_any_ethnicity,pop_adult_white_non_hispanic,pop_total_AIAN_any_ethnicity,pop_total_AIAN_female_any_ethnicity,pop_total_AIAN_male_any_ethnicity,pop_total_A_any_ethnicity,pop_total_A_female_any_ethnicity,pop_total_A_male_any_ethnicity,pop_total_PI_any_ethnicity,pop_total_PI_female_any_ethnicity,pop_total_PI_male_any_ethnicity,pop_total_any_ethnicity,pop_total_black_any_ethnicity,pop_total_black_female_any_ethnicity,pop_total_black_male_any_ethnicity,pop_total_female_any_ethnicity,pop_total_hispanic_any_race,pop_total_hispanic_female_any_race,pop_total_hispanic_male_any_race,pop_total_male_any_ethnicity,pop_total_white_any_ethnicity,pop_total_white_female_any_ethnicity,pop_total_white_female_non_hispanic,pop_total_white_male_any_ethnicity,pop_total_white_male_non_hispanic,pop_total_white_non_hispanic,pop_total_non_hispanic,pop_total_black_non_hispanic,pop_total_AIAN_non_hispanic,pop_total_A_non_hispanic,pop_total_PI_non_hispanic,pop_total_white_hispanic_only,pop_total_black_hispanic_only,pop_total_AIAN_hispanic_only,pop_total_A_hispanic_only,pop_total_PI_hispanic_only,pop_total_API_any_ethnicity,pop_total_API_male_any_ethnicity,pop_total_API_female_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_total_poc,pop_total_poc_male,pop_total_poc_female,pop_adult_poc
Ada,2014,Ada,Idaho,16,001,16001,2014 1/5 Year ACS,1814,9708,540,319180,2964,21113,294206,278354,2313,1206,1107,13063,6503,6560,832,453,379,426236,4336,1777,2559,212722,32987,15724,17263,213514,388704,194319,182247,194385,181554,363801,378827,4165,1938,10787,790,23463,171,375,282,42,13895,6939,6956,10248,11577,37532,10605,9939,24974
Ada,2015,Ada,Idaho,16,001,16001,2015 1/5 Year ACS,1834,8527,493,327150,3092,22491,301587,284176,2377,1197,1180,11127,5929,5198,694,384,310,434211,4741,2096,2645,216310,34729,16413,18316,217901,397109,198263,185167,198846,184194,369361,385671,4579,1928,10732,657,24444,162,449,395,37,11821,5508,6313,9020,11389,37102,9333,9606,25563
Ada,2016,Ada,Idaho,16,001,16001,2016 1/5 Year ACS,1977,8765,481,335696,3309,23573,307577,291571,2439,1202,1237,11778,6583,5195,648,360,288,444028,5253,2199,3054,221878,35900,17282,18618,222150,402851,201666,189132,201185,188464,377596,392893,4999,1913,10327,585,24571,254,526,297,63,12426,5483,6943,9246,10912,41177,9774,10344,28119
Ada,2017,Ada,Idaho,16,001,16001,2017 1/5 Year ACS,1955,8114,563,346320,3518,24904,316336,298822,2369,1114,1255,11031,6180,4851,660,374,286,456849,5615,2321,3294,225833,37569,17564,20005,231016,411580,205058,193315,206522,192508,385823,400889,5412,1874,11098,525,24938,203,495,209,135,11691,5137,6554,8677,11623,45269,9686,9989,29984
Ada,2018,Ada,Idaho,16,001,16001,2018 1/5 Year ACS,2174,11199,833,358943,3926,26173,326037,308333,2525,1202,1323,14535,6919,7616,908,531,377,469966,6204,2537,3667,234070,39076,18459,20617,235896,423193,209215,198050,213978,198468,396518,410214,5682,1805,11694,713,25813,522,720,262,195,15443,7993,7450,12032,12407,46773,12983,11189,32906
Ada,2019,Ada,Idaho,16,001,16001,2019 1/5 Year ACS,2084,9703,775,369859,3861,27894,336718,317005,2407,1189,1218,11196,5611,5585,839,510,329,481587,6274,2567,3707,239466,41045,19518,21527,242121,434358,215946,202182,218412,202642,404824,419380,5868,1769,11298,625,26563,406,638,319,214,12035,5914,6121,10478,11923,47229,10839,9877,33141
Ada,2020,Ada,Idaho,16,001,16001,2020 1/5 Year ACS,2389,9469,888,358787,4077,26349,324260,308317,2694,1419,1275,12075,6692,5383,924,680,244,469473,5976,2247,3729,234388,39526,19492,20034,235085,419619,209114,197394,210505,197836,395230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12999,5627,7372,10357,NA,49854,10631,11038,34527
Ada,2020,Ada,Idaho,16,001,16001,2019 1/5 Year ACS,2084,9703,775,369859,3861,27894,336718,317005,2407,1189,1218,11196,5611,5585,839,510,329,481587,6274,2567,3707,239466,41045,19518,21527,242121,434358,215946,202182,218412,202642,404824,419380,5868,1769,11298,625,26563,406,638,319,214,12035,5914,6121,10478,11923,47229,10839,9877,33141
Ada,2021,Ada,Idaho,16,001,16001,2021 1/5 Year ACS,2216,11062,924,396040,4230,32009,336425,331591,2869,1573,1296,13718,6286,7432,1126,722,404,511931,6303,2428,3875,254596,46608,22905,23703,257335,426899,212482,207964,214417,211182,419146,443043,5830,1974,12340,978,20557,473,895,127,148,14844,7836,7008,11986,13318,85032,13007,11009,59615
Ada,2022,Ada,Idaho,16,001,16001,2022 1/5 Year ACS,2418,11408,881,406068,4227,33858,344478,336934,2938,1331,1607,14165,7877,6288,1081,662,419,518907,6260,2574,3686,256282,49193,24045,25148,262625,431985,214859,208254,217126,211708,419962,453177,5815,1668,12672,990,17666,445,1270,195,91,15246,6707,8539,12289,13662,86922,12000,12444,61590
Ada,2023,Ada,Idaho,16,001,16001,2023 1/5 Year ACS,2548,11655,677,412016,4885,36426,349551,339237,3211,1406,1805,14548,7712,6836,890,453,437,524673,8366,4524,3842,260904,52925,25900,27025,263769,436162,218693,210111,217469,211027,421138,459761,6210,1583,12730,872,15870,300,1628,141,18,15438,7273,8165,12332,13602,88511,12920,14095,62465
Ada,2024,Ada,Idaho,16,001,16001,2024 1/5 Year ACS,2759,13069,733,422398,4519,38631,354519,347664,3444,1344,2100,16459,8633,7826,958,488,470,535799,6901,3214,3687,266259,55782,27301,28481,269540,439073,218990,213487,220083,215469,428956,467987,6536,1316,14215,935,11574,365,2128,63,23,17417,8296,9121,13802,15150,96726,14083,13679,67879
Allegheny,2014,Allegheny,Pennsylvania,42,003,42003,2014 1/5 Year ACS,1310,32993,262,996786,118023,16509,825603,814396,1682,845,837,41281,20208,21073,308,190,118,1231255,160612,86874,73738,637859,23377,11540,11837,593396,991681,512510,504561,479171,472550,977111,1207828,157826,1404,37805,272,13767,1845,278,243,36,41589,21191,20398,33255,38077,239574,95766,108117,171183
Allegheny,2015,Allegheny,Pennsylvania,42,003,42003,2015 1/5 Year ACS,1234,34774,219,996783,117049,17381,824225,811430,1558,795,763,43711,22491,21220,249,153,96,1230459,157161,85055,72106,636622,24617,11949,12668,593837,990127,509712,500970,480415,471292,972262,1208608,158380,1274,40104,228,14801,1751,284,213,21,43960,21316,22644,34993,40332,240332,94185,108494,172558
Allegheny,2016,Allegheny,Pennsylvania,42,003,42003,2016 1/5 Year ACS,1143,34918,243,993354,117767,17611,818838,806749,1435,724,711,43283,21700,21583,299,167,132,1225365,154858,82702,72156,632991,24889,12334,12555,592374,982979,506019,497432,476960,468740,966172,1207105,157794,1161,41568,236,15487,1798,274,196,63,43582,21715,21867,35161,41804,242386,94582,105293,174516
Allegheny,2017,Allegheny,Pennsylvania,42,003,42003,2017 1/5 Year ACS,1162,36280,275,992735,117768,18244,813721,801989,1417,700,717,46876,23397,23479,335,186,149,1223048,154620,84808,69812,631822,25647,12561,13086,591226,974521,501323,494032,473198,464959,958991,1205529,156289,1059,43385,251,15929,2490,358,135,84,47211,23628,23583,36555,43636,248527,94157,109091,179014
Allegheny,2018,Allegheny,Pennsylvania,42,003,42003,2018 1/5 Year ACS,1124,38479,248,990703,117400,18899,811918,798472,1354,584,770,48655,24743,23912,334,157,177,1218452,157323,84441,72882,629793,26562,13302,13260,588659,971262,499644,490801,471618,462534,953335,1200636,155719,1049,44549,261,16564,2172,305,242,73,48989,24089,24900,38727,44810,247190,97741,109925,178785
Allegheny,2019,Allegheny,Pennsylvania,42,003,42003,2019 1/5 Year ACS,1124,37192,276,989647,117818,19674,808286,795117,1368,657,711,46965,22976,23989,362,185,177,1216045,157352,84641,72711,627739,27552,13605,13947,588306,965716,496885,487785,468831,460372,948157,1195967,154976,1028,45091,253,16905,2084,340,298,109,47327,24166,23161,37468,45344,250329,97588,108459,181361
Allegheny,2020,Allegheny,Pennsylvania,42,003,42003,2020 1/5 Year ACS,1190,37416,374,990084,117911,18920,806655,795826,1437,678,759,47800,23805,23995,513,306,207,1218380,158337,85404,72933,629258,26607,13169,13438,589122,962931,495205,488178,467726,460407,948585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48313,24202,24111,37790,NA,255449,97894,110193,183429
Allegheny,2020,Allegheny,Pennsylvania,42,003,42003,2019 1/5 Year ACS,1124,37192,276,989647,117818,19674,808286,795117,1368,657,711,46965,22976,23989,362,185,177,1216045,157352,84641,72711,627739,27552,13605,13947,588306,965716,496885,487785,468831,460372,948157,1195967,154976,1028,45091,253,16905,2084,340,298,109,47327,24166,23161,37468,45344,250329,97588,108459,181361
Allegheny,2021,Allegheny,Pennsylvania,42,003,42003,2021 1/5 Year ACS,1066,40691,337,1005629,113399,21601,796527,792400,1359,659,700,50154,24198,25956,414,248,166,1238090,145834,78963,66871,634171,29920,14787,15133,603919,946581,482366,479621,464215,461872,941493,1217804,156053,976,48818,262,12556,1952,383,255,152,50568,26122,24446,41028,49080,291509,93693,104068,209102
Allegheny,2022,Allegheny,Pennsylvania,42,003,42003,2022 1/5 Year ACS,898,42815,242,1006944,108164,22633,796509,791543,1152,551,601,53439,25873,27566,310,171,139,1233253,145354,78982,66372,630581,31095,15252,15843,602672,942101,479517,476443,462584,460007,936450,1216038,156588,819,50668,163,10660,1463,333,261,147,53749,27705,26044,43057,50831,291152,94678,105577,210435
Allegheny,2023,Allegheny,Pennsylvania,42,003,42003,2023 1/5 Year ACS,959,41728,232,998667,115775,26539,786145,780498,1217,587,630,52001,25432,26569,285,187,98,1224825,152587,81651,70936,627269,36325,17803,18522,597556,929894,475900,471826,453994,450690,922516,1205592,153668,692,51073,129,9339,1388,525,264,156,52286,26667,25619,41960,51202,294931,98233,107857,212522
Allegheny,2024,Allegheny,Pennsylvania,42,003,42003,2024 1/5 Year ACS,1008,46216,203,1006259,112853,29693,784847,779406,1255,576,679,57696,28233,29463,224,112,112,1231814,149862,80019,69843,629534,40369,19554,20815,602280,927664,473311,470030,454353,450209,920239,1201486,152924,628,53578,187,6963,1349,627,248,37,57920,29575,28345,46419,53765,304150,100097,108940,221412
Buncombe,2014,Buncombe,North Carolina,37,021,37021,2014 1/5 Year ACS,594,2088,123,202307,12543,10138,182092,174117,761,366,395,2694,1486,1208,123,84,39,250539,17976,8779,9197,129209,16210,6857,9353,121330,220891,115096,109755,105795,99987,209742,229361,15048,738,2674,108,10885,974,23,20,15,2817,1247,1570,2211,2782,29648,10839,10715,20215
Buncombe,2015,Buncombe,North Carolina,37,021,37021,2015 1/5 Year ACS,817,2115,51,204586,12294,10317,185202,176178,979,467,512,2678,1506,1172,51,47,4,253178,16385,8642,7743,132203,16644,8383,8261,120975,226088,117976,110708,108112,100710,211418,231616,15307,950,2651,51,12040,938,29,27,0,2729,1176,1553,2166,2702,27090,9431,10662,19384
Buncombe,2016,Buncombe,North Carolina,37,021,37021,2016 1/5 Year ACS,744,2342,227,207535,12166,10216,186674,179102,886,410,476,2986,1655,1331,227,177,50,256088,15445,7032,8413,132566,16421,8037,8384,123522,226953,117974,112205,108979,102303,214508,234374,15143,861,2872,227,12293,570,25,114,0,3213,1381,1832,2569,3099,29135,10270,9274,20861
Buncombe,2017,Buncombe,North Carolina,37,021,37021,2017 1/5 Year ACS,786,2538,251,209292,12904,10674,188624,179711,999,519,480,3152,1681,1471,251,200,51,257607,17295,9022,8273,133498,17065,7647,9418,124109,228571,118984,112387,109587,102167,214554,236014,15415,936,3061,251,12989,456,63,91,0,3403,1522,1881,2789,3312,29036,10275,11422,20668
Buncombe,2018,Buncombe,North Carolina,37,021,37021,2018 1/5 Year ACS,844,2463,135,211527,12314,10982,190207,181240,1014,435,579,3147,1665,1482,341,132,209,259103,16083,8802,7281,135328,17326,8658,8668,123775,230685,120760,113236,109925,102726,215962,237945,15745,962,3085,341,13208,350,52,62,0,3488,1691,1797,2598,3426,28418,9551,11034,21320
Buncombe,2019,Buncombe,North Carolina,37,021,37021,2019 1/5 Year ACS,964,2607,171,213326,12912,11483,191777,183282,1069,585,484,3249,1771,1478,354,157,197,261191,16828,8491,8337,135936,17870,8023,9847,125255,230830,119645,113992,111185,103649,217641,239997,15988,1038,3189,354,13622,113,31,60,0,3603,1675,1928,2778,3543,30361,10496,11004,21549
Buncombe,2020,Buncombe,North Carolina,37,021,37021,2020 1/5 Year ACS,724,2600,147,211538,12216,10953,188717,181529,836,479,357,3268,1813,1455,337,111,226,259576,15957,8170,7787,135181,17396,8549,8847,124395,227845,118795,113290,109050,102970,216260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3605,1681,1924,2747,NA,31731,9825,10573,22821
Buncombe,2020,Buncombe,North Carolina,37,021,37021,2019 1/5 Year ACS,964,2607,171,213326,12912,11483,191777,183282,1069,585,484,3249,1771,1478,354,157,197,261191,16828,8491,8337,135936,17870,8023,9847,125255,230830,119645,113992,111185,103649,217641,239997,15988,1038,3189,354,13622,113,31,60,0,3603,1675,1928,2778,3543,30361,10496,11004,21549
Buncombe,2021,Buncombe,North Carolina,37,021,37021,2021 1/5 Year ACS,687,2603,97,222817,12001,12667,189229,187790,817,536,281,3197,1814,1383,341,86,255,271534,15402,8129,7273,139382,19508,9297,10211,132152,224081,116438,115652,107643,106439,222091,248550,15374,659,3175,341,9593,28,158,22,0,3538,1638,1900,2700,3516,47453,9192,10565,33588
Buncombe,2022,Buncombe,North Carolina,37,021,37021,2022 1/5 Year ACS,462,2574,160,225826,10996,13409,190604,189910,561,362,199,3106,1817,1289,373,146,227,273589,14071,7502,6569,143540,20391,11329,9062,130049,224773,116439,115786,108334,107761,223547,250356,15081,383,3087,373,7199,8,178,19,0,3479,1516,1963,2734,3460,48816,8284,9827,35222
Buncombe,2023,Buncombe,North Carolina,37,021,37021,2023 1/5 Year ACS,468,2580,95,227498,11756,15791,191320,189161,565,323,242,3144,1834,1310,95,73,22,275901,14702,7626,7076,142304,23618,11967,11651,133597,225024,117216,115895,107808,106209,222104,249347,14644,295,3122,95,5157,58,270,22,0,3239,1332,1907,2675,3217,50877,8650,9856,36178
Buncombe,2024,Buncombe,North Carolina,37,021,37021,2024 1/5 Year ACS,497,2529,86,230880,11112,17130,193849,191183,559,245,314,3089,1780,1309,86,72,14,279210,13276,6919,6357,143524,25471,11717,13754,135686,230177,120840,117218,109337,107139,224357,250885,13207,165,3085,86,3278,69,394,4,0,3175,1323,1852,2615,3171,49033,7994,9016,37031
Charleston,2014,Charleston,South Carolina,45,019,45019,2014 1/5 Year ACS,491,4059,126,304324,81265,12965,212155,201429,574,338,236,4651,2350,2301,139,56,83,381015,107604,58186,49418,196425,19539,8933,10606,184590,257190,130555,123299,126635,118329,241628,346634,105077,508,4625,139,14051,675,66,26,0,4790,2384,2406,4185,4764,123825,52038,60930,92169
Charleston,2015,Charleston,South Carolina,45,019,45019,2015 1/5 Year ACS,564,4359,130,311159,81524,12970,216731,207309,655,347,308,5138,2546,2592,130,58,72,389262,109027,58611,50416,201135,19614,8929,10685,188127,264216,134081,126893,130135,121706,248599,353852,106155,593,5114,130,14861,894,62,24,0,5268,2664,2604,4489,5244,125046,53388,61562,94428
Charleston,2016,Charleston,South Carolina,45,019,45019,2016 1/5 Year ACS,529,4371,133,317126,82927,13010,222663,212652,610,329,281,5103,2593,2510,133,80,53,396484,109189,58966,50223,205956,19812,10106,9706,190528,271106,138307,130188,132799,124750,254938,361601,106727,566,5061,133,14723,728,44,42,0,5236,2563,2673,4504,5194,125378,53067,61968,94463
Charleston,2017,Charleston,South Carolina,45,019,45019,2017 1/5 Year ACS,471,4472,189,321850,82077,13557,228460,215934,556,282,274,5206,2777,2429,189,143,46,401438,107685,58366,49319,206627,20516,9679,10837,194811,276815,140542,131996,136273,126687,258683,368337,107017,511,5153,189,15361,654,45,53,0,5395,2475,2920,4661,5342,124623,52068,61568,93390
Charleston,2018,Charleston,South Carolina,45,019,45019,2018 1/5 Year ACS,515,4793,137,325930,82417,13732,230621,219533,674,322,352,5621,3004,2617,137,90,47,405905,107456,58034,49422,209487,20678,10158,10520,196418,279489,142230,134472,137259,128595,263067,374764,107050,643,5561,137,15982,739,31,60,0,5758,2664,3094,4930,5698,126416,52438,61450,95309
Charleston,2019,Charleston,South Carolina,45,019,45019,2019 1/5 Year ACS,571,6005,110,330609,80689,14459,229616,223998,751,313,438,7354,3675,3679,269,37,232,411406,102968,56240,46728,212861,21772,10722,11050,198545,276787,142058,136969,134729,131150,268119,380574,106449,717,6036,269,14949,790,34,16,0,7623,3911,3712,6115,6305,134619,51077,60265,100993
Charleston,2020,Charleston,South Carolina,45,019,45019,2020 1/5 Year ACS,524,5591,142,327540,81739,13986,228672,220629,646,303,343,6657,3616,3041,296,101,195,407543,106732,57644,49088,210338,21137,9888,11249,197205,276230,140948,134783,135282,129066,263849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6953,3236,3717,5733,NA,131313,52667,61664,98868
Charleston,2020,Charleston,South Carolina,45,019,45019,2019 1/5 Year ACS,571,6005,110,330609,80689,14459,229616,223998,751,313,438,7354,3675,3679,269,37,232,411406,102968,56240,46728,212861,21772,10722,11050,198545,276787,142058,136969,134729,131150,268119,380574,106449,717,6036,269,14949,790,34,16,0,7623,3911,3712,6115,6305,134619,51077,60265,100993
Charleston,2021,Charleston,South Carolina,45,019,45019,2021 1/5 Year ACS,645,5661,252,333300,77618,15089,228048,226227,978,401,577,6687,3520,3167,365,144,221,413024,99698,53972,45726,213956,22678,12037,10641,199068,273019,139393,137807,133626,132545,270352,383453,102231,496,6673,232,10220,750,482,14,133,7052,3388,3664,5913,6905,140005,49691,58037,105252
Charleston,2022,Charleston,South Carolina,45,019,45019,2022 1/5 Year ACS,691,6121,326,339280,74593,15531,232878,229888,1198,608,590,7215,3757,3458,392,174,218,419279,97440,52078,45362,215707,23448,10981,12467,203572,277553,141805,138976,135748,134395,273371,387688,100538,418,7204,241,7310,1045,780,11,151,7607,3676,3931,6447,7445,141726,49628,56617,106402
Charleston,2023,Charleston,South Carolina,45,019,45019,2023 1/5 Year ACS,830,6246,372,342700,73861,19954,235934,231133,1411,705,706,7274,3784,3490,445,196,249,424367,94263,50753,43510,217776,29730,14471,15259,206591,283976,145281,141725,138695,134208,275933,385692,97371,280,7257,256,7634,1149,1131,17,189,7719,3739,3980,6618,7513,140391,47955,55438,106766
Charleston,2024,Charleston,South Carolina,45,019,45019,2024 1/5 Year ACS,1344,6552,374,348641,71197,21964,239843,235948,1909,805,1104,7521,3951,3570,438,171,267,431001,90184,47030,43154,221926,32225,15288,16937,209075,287900,146684,144259,141216,137868,282127,390121,95215,292,7411,249,5996,1040,1617,110,189,7959,3837,4122,6926,7660,143101,48095,51957,108798
Clark,2014,Clark,Nevada,32,003,32003,2014 1/5 Year ACS,8389,159746,11371,1577433,168778,416328,1018962,780141,10667,4585,6082,192892,106536,86356,14445,7259,7186,2069681,230013,116788,113225,1033047,627310,309936,317374,1036634,1292785,633931,457194,658854,476850,934044,1407026,206624,8301,177047,13406,369213,7867,3424,3116,542,207337,93542,113795,171117,190453,776896,212849,235168,558471
Clark,2015,Clark,Nevada,32,003,32003,2015 1/5 Year ACS,13551,170484,11563,1616237,172120,432094,1036368,783074,16922,8000,8922,204801,112782,92019,14568,7407,7161,2114801,232104,118152,113952,1058575,646217,320263,325954,1056226,1314736,648946,459450,665790,477495,936945,1424167,211753,8427,183615,13629,365267,8839,4394,3042,689,219369,99180,120189,182047,197244,800065,222054,246341,579869
Clark,2016,Clark,Nevada,32,003,32003,2016 1/5 Year ACS,9629,177561,12073,1648780,182058,447653,1052197,784996,13583,5907,7676,211925,117905,94020,17783,8717,9066,2155664,247427,124212,123215,1079520,666280,330669,335611,1076144,1330054,659135,458772,670919,476810,935582,1441697,219410,8284,190430,13780,366476,9092,5013,3187,1089,229708,103086,126622,189634,204210,825610,233977,256741,596583
Clark,2017,Clark,Nevada,32,003,32003,2017 1/5 Year ACS,12573,188104,12809,1689888,190735,466310,1028161,784669,16275,8105,8170,224757,124830,99927,16380,8107,8273,2204079,258429,131176,127253,1104222,688812,341367,347445,1099857,1296594,635329,456666,661265,476327,932993,1464225,228127,8380,200206,14221,369152,9416,5019,3400,1362,241137,108200,132937,200913,214427,907485,243623,272218,661727
Clark,2018,Clark,Nevada,32,003,32003,2018 1/5 Year ACS,17537,186143,12096,1714018,196786,477731,1025899,786783,23704,12372,11332,219628,120710,98918,15694,7622,8072,2231647,264357,135629,128728,1119029,701766,348056,353710,1112618,1285689,633128,458172,652561,478078,936250,1479493,235651,9548,201846,14480,367727,10176,7042,3978,1366,235322,106990,128332,198239,216326,945958,247050,276333,688119
Clark,2019,Clark,Nevada,32,003,32003,2019 1/5 Year ACS,16800,189265,13744,1745918,206542,491505,1075349,788680,23279,12205,11074,226665,122997,103668,18472,8988,9484,2266715,279196,141291,137905,1136092,717278,355782,361496,1130623,1345727,662592,458045,683135,477047,935092,1502623,245063,10090,208409,14855,379308,10111,8603,3976,1552,245137,113152,131985,203009,223264,920988,262131,285481,670569
Clark,2020,Clark,Nevada,32,003,32003,2020 1/5 Year ACS,14613,185062,12806,1712170,196178,475304,1009449,784484,19198,9486,9712,220504,122001,98503,17714,9014,8700,2228866,265744,135258,130486,1117189,697554,345925,351629,1111677,1261346,620237,455197,641109,475006,930203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238218,107203,131015,197868,NA,967520,247401,275759,702721
Clark,2020,Clark,Nevada,32,003,32003,2019 1/5 Year ACS,16800,189265,13744,1745918,206542,491505,1075349,788680,23279,12205,11074,226665,122997,103668,18472,8988,9484,2266715,279196,141291,137905,1136092,717278,355782,361496,1130623,1345727,662592,458045,683135,477047,935092,1502623,245063,10090,208409,14855,379308,10111,8603,3976,1552,245137,113152,131985,203009,223264,920988,262131,285481,670569
Clark,2021,Clark,Nevada,32,003,32003,2021 1/5 Year ACS,22897,200065,14105,1772135,201324,515790,828408,752881,29480,12922,16558,235683,129321,106362,19170,9500,9670,2292476,271171,136424,134747,1144776,741303,366680,374623,1147700,998695,487498,430417,511197,456610,887027,1522448,256523,9178,218259,16147,279187,10128,11701,4882,1656,254853,116032,138821,214170,234406,1293781,267337,288167,943727
Clark,2022,Clark,Nevada,32,003,32003,2022 1/5 Year ACS,22799,212926,13300,1807783,211685,533524,827836,749731,29494,14351,15143,256740,140492,116248,17469,9518,7951,2322985,281099,141345,139754,1158409,758163,374095,384068,1164576,990484,481115,422305,509369,452067,874372,1540489,261670,8787,224918,16250,229601,10368,15035,5622,1519,274209,124199,150010,226226,241168,1332501,279096,305706,979947
Clark,2023,Clark,Nevada,32,003,32003,2023 1/5 Year ACS,20271,216792,15099,1824661,211032,530761,848754,758099,25725,13678,12047,254980,139162,115818,19096,8853,10243,2336573,282978,142184,140794,1167076,750835,371599,379236,1169497,1010036,492509,427816,517527,453412,881228,1572427,267567,7819,235029,17068,177246,10554,17036,5039,1400,274076,126061,148015,231891,252097,1326537,278902,303877,975907
Clark,2024,Clark,Nevada,32,003,32003,2024 1/5 Year ACS,23708,230659,16693,1883642,211684,561224,848332,753578,28393,13671,14722,269048,146370,122678,21355,10818,10537,2398871,289917,145411,144506,1199651,785877,388425,397452,1199220,1006133,494470,423533,511663,445851,869384,1587473,268625,7501,244465,17546,125172,11538,19773,5822,1531,290403,133215,157188,247352,262011,1392738,292443,316270,1035310
Cook,2014,Cook,Illinois,17,031,17031,2014 1/5 Year ACS,11153,297110,971,4060531,945215,891279,2379414,1884182,13816,6963,6853,367760,191557,176203,1105,563,542,5246456,1251913,683534,568379,2703932,1310801,642597,668204,2542524,2963512,1503700,1152338,1459812,1096044,2248382,3946610,1248338,5507,343048,752,708961,16128,7771,2665,353,368865,176745,192120,298081,343800,2282944,751977,882617,1681117
Cook,2015,Cook,Illinois,17,031,17031,2015 1/5 Year ACS,12055,303012,1020,4063098,940569,903129,2362547,1864801,14702,7938,6764,368205,192020,176185,1308,684,624,5238216,1239299,676087,563212,2697881,1319257,647672,671585,2540335,2951389,1494877,1138978,1456512,1088061,2227039,3941367,1239171,5366,352123,872,720499,16652,7857,2529,436,369513,176809,192704,304032,352995,2286827,746785,876729,1700551
Cook,2016,Cook,Illinois,17,031,17031,2016 1/5 Year ACS,10934,303213,1372,4041780,935940,904889,2349557,1848022,14508,5655,8853,371491,192990,178501,1810,867,943,5203499,1223763,666527,557236,2677015,1318879,647973,670906,2526484,2919459,1478482,1124584,1440977,1078167,2202751,3926732,1232816,5250,355071,1167,724529,16132,9046,2774,643,373301,179444,193857,304585,356238,2284040,745533,866039,1692223
Cook,2017,Cook,Illinois,17,031,17031,2017 1/5 Year ACS,9884,311191,1371,4064527,933745,919118,2365703,1845053,11809,5587,6222,378679,199429,179250,1786,851,935,5211263,1219756,665887,553869,2680211,1327941,652151,675790,2531052,2938732,1487819,1120695,1450913,1076572,2197267,3926237,1226134,5216,363084,1123,731134,16045,8756,3014,663,380465,180185,200280,312562,364207,2272531,740276,871754,1698824
Cook,2018,Cook,Illinois,17,031,17031,2018 1/5 Year ACS,11344,322918,1465,4050821,924782,920939,2375450,1823650,14604,6896,7708,389530,202706,186824,1909,953,956,5180493,1204613,655370,549243,2664027,1323017,650022,672995,2516466,2964037,1496860,1108275,1467177,1063479,2171754,3909487,1213706,5210,372825,1184,739827,16788,9373,3290,725,391439,187780,203659,324383,374009,2216456,744731,865925,1675371
Cook,2019,Cook,Illinois,17,031,17031,2019 1/5 Year ACS,11849,327019,1484,4037516,922919,925315,2350176,1808197,16797,7890,8907,395599,206362,189237,1982,964,1018,5150233,1189794,650124,539670,2648971,1319283,649517,669766,2501262,2916176,1469454,1097818,1446722,1056313,2154131,3883479,1199175,4980,375635,1224,748192,18241,9931,3809,758,397581,190255,207326,328503,376859,2234057,738832,865340,1687340
Cook,2020,Cook,Illinois,17,031,17031,2020 1/5 Year ACS,11932,316820,1602,4040892,923051,914088,2276085,1824164,16072,7814,8258,386119,201117,185002,1951,885,1066,5169517,1202260,655076,547184,2659831,1308432,643651,664781,2509686,2812203,1423472,1106274,1388731,1062690,2168964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388070,186068,202002,318422,NA,2357314,741510,864892,1764807
Cook,2020,Cook,Illinois,17,031,17031,2019 1/5 Year ACS,11849,327019,1484,4037516,922919,925315,2350176,1808197,16797,7890,8907,395599,206362,189237,1982,964,1018,5150233,1189794,650124,539670,2648971,1319283,649517,669766,2501262,2916176,1469454,1097818,1446722,1056313,2154131,3883479,1199175,4980,375635,1224,748192,18241,9931,3809,758,397581,190255,207326,328503,376859,2234057,738832,865340,1687340
Cook,2021,Cook,Illinois,17,031,17031,2021 1/5 Year ACS,33338,327762,1686,4061649,906133,961093,1868384,1767785,47051,22417,24634,397968,205915,192053,2068,1064,1004,5173146,1172031,641412,530619,2647475,1346584,660937,685647,2525671,2248770,1140851,1064152,1107919,1037981,2102133,3918449,1192435,4043,392743,1152,547909,18805,18824,4088,916,400036,193057,206979,329448,393895,2924376,748310,870808,2193265
Cook,2022,Cook,Illinois,17,031,17031,2022 1/5 Year ACS,40900,339742,2053,4039680,883978,975022,1857341,1742932,52194,26031,26163,412038,213385,198653,2500,1214,1286,5109292,1132145,616992,515153,2612946,1345752,660204,685548,2496346,2227288,1125007,1042395,1102281,1022495,2064890,3872885,1170790,3917,398558,1179,432616,18575,27699,4047,1321,414538,199939,214599,341795,399737,2882004,741255,857622,2182339
